Taxon name,Author
Chrysochlamys eclipes,L.O.Williams
Chrysochlamys floribunda,Cuatrec.
Chrysochlamys glauca,(Oerst. ex Planch. & Triana) Hemsl.
Chrysochlamys goudotii,Planch. & Triana
Chrysochlamys grandifolia,(L.O.Williams) Hammel
Chrysochlamys laxa,Planch. & Triana
Chrysochlamys macrophylla,Pax
Chrysochlamys membranacea,Planch. & Triana
Chrysochlamys membrillensis,(D'Arcy) Hammel
Chrysochlamys micrantha,Engl.
Chrysochlamys myrcioides,Planch. & Triana
Chrysochlamys nicaraguensis,"(Oerst., Planch. & Triana) Hemsl."
Chrysochlamys pavonii,Planch. & Triana
Chrysochlamys psychotriifolia,(Oerst. ex Planch. & Triana) Hemsl.
Chrysochlamys saldanhae,(Engl.) Oliveira-Filho
Chrysochlamys silvicola,(Hammel) Hammel
Chrysochlamys skutchii,Hammel
Chrysochlamys tenuifolia,Cuatrec.
Chrysochlamys tenuis,Hammel
Chrysochlamys ulei,Engl.
Chrysochlamys weberbaueri,Engl.
Chrysojasminum humile,(L.) Banfi
Chrysojasminum subhumile,(W.W.Sm.) Banfi & Galasso
Chrysolepis chrysophylla,(Douglas ex Hook.) Hjelmq.
Chrysophyllum acreanum,A.C.Sm.
Chrysophyllum africanum,A.DC.
Chrysophyllum akusae,A.Chev.
Chrysophyllum albidum,G.Don
Chrysophyllum albipilum,Cronquist
Chrysophyllum amazonicum,T.D.Penn.
Chrysophyllum ambrense,(Aubrév.) G.E.Schatz & L.Gaut.
Chrysophyllum analalavense,(Aubrév.) G.E.Schatz & L.Gaut.
Chrysophyllum arenarium,Allemão
Chrysophyllum argenteum,Jacq.
Chrysophyllum asraoi,R.Kumari & Thothathri
Chrysophyllum aulacocarpum,Ernst
Chrysophyllum azaguieanum,J.Miège
Chrysophyllum bangweolense,R.E.Fr.
Chrysophyllum beguei,Aubrév. & Pellegr.
Chrysophyllum bicolor,Poir.
Chrysophyllum boivinianum,(Pierre) Baehni
Chrysophyllum bombycinum,T.D.Penn.
Chrysophyllum boukokoense,(Aubrév. & Pellegr.) L.Gaut.
Chrysophyllum brenesii,Cronquist
Chrysophyllum cainito,L.
Chrysophyllum calophyllum,Exell
Chrysophyllum capuronii,G.E.Schatz & L.Gaut.
Chrysophyllum colombianum,(Aubrév.) T.D.Penn.
Chrysophyllum contumacense,Sagást. & M.O.Dillon
Chrysophyllum cuneifolium,(Rudge) A.DC.
Chrysophyllum delphinense,(Aubrév.) G.E.Schatz & L.Gaut.
Chrysophyllum durifructum,(W.A.Rodrigues) T.D.Penn.
Chrysophyllum euryphyllum,T.D.Penn.
Chrysophyllum eximium,Ducke
Chrysophyllum fenerivense,(Aubrév.) G.E.Schatz & L.Gaut.
Chrysophyllum flexuosum,Mart.
Chrysophyllum giganteum,A.Chev.
Chrysophyllum gonocarpum,(Mart. & Eichler) Engl.
Chrysophyllum gorungosanum,Engl.
Chrysophyllum guerelianum,(Aubrév.) G.E.Schatz & L.Gaut.
Chrysophyllum hirsutum,Cronquist
Chrysophyllum imperiale,(Linden ex K.Koch & Fintelm.) Benth. & Hook.f.
Chrysophyllum inornatum,Mart.
Chrysophyllum januariense,Eichler
Chrysophyllum lacourtianum,De Wild.
Chrysophyllum lanatum,T.D.Penn.
Chrysophyllum longifolium,De Wild.
Chrysophyllum lucentifolium,Cronquist
Chrysophyllum lungi,De Wild.
Chrysophyllum manabiense,T.D.Penn.
Chrysophyllum manaosense,(Aubrév.) T.D.Penn.
Chrysophyllum marginatum,(Hook. & Arn.) Radlk.
Chrysophyllum masoalense,(Aubrév.) G.E.Schatz & L.Gaut.
Chrysophyllum mexicanum,Brandegee
Chrysophyllum muerense,Engl.
Chrysophyllum novoguineense,Vink
Chrysophyllum ogowense,A.Chev.
Chrysophyllum oliviforme,L.
Chrysophyllum ovale,Rusby
Chrysophyllum papuanicum,(Pierre ex Dubard) Royen
Chrysophyllum paranaense,T.D.Penn.
Chrysophyllum parvulum,Pittier
Chrysophyllum pauciflorum,Lam.
Chrysophyllum perpulchrum,Mildbr. ex Hutch. & Dalziel
Chrysophyllum perrieri,(Lecomte) G.E.Schatz & L.Gaut.
Chrysophyllum pomiferum,(Eyma) T.D.Penn.
Chrysophyllum prieurii,A.DC.
Chrysophyllum prunifolium,Baker
Chrysophyllum pruniforme,Engl.
Chrysophyllum reitzianum,Mattos
Chrysophyllum revolutum,Mart. & Eichler
Chrysophyllum roxburghii,G.Don
Chrysophyllum rufum,Mart.
Chrysophyllum sanguinolentum,(Pierre) Baehni
Chrysophyllum sapini,De Wild.
Chrysophyllum scalare,T.D.Penn.
Chrysophyllum sparsiflorum,Klotzsch ex Miq.
Chrysophyllum splendens,Spreng.
Chrysophyllum subnudum,Baker
Chrysophyllum subspinosum,Monach.
Chrysophyllum superbum,T.D.Penn.
Chrysophyllum taiense,Aubrév. & Pellegr.
Chrysophyllum tessmannii,Engl. & K.Krause
Chrysophyllum ucuquirana-branca,(Aubrév. & Pellegr.) T.D.Penn.
Chrysophyllum venezuelanense,(Pierre) T.D.Penn.
Chrysophyllum viride,Mart. & Eichler
Chrysophyllum viridifolium,J.M.Wood & Franks
Chrysophyllum wilsonii,T.D.Penn.
Chrysophyllum zimmermannii,Engl.
Chukrasia tabularis,A.Juss.
Chunia bucklandioides,H.T.Chang
Chuniophoenix hainanensis,Burret
Chydenanthus excelsus,(Blume) Miers
Chytranthus angustifolius,Exell
Chytranthus atroviolaceus,Baker f. ex Hutch. & Dalziel
Chytranthus brunneotomentosus,Gilg ex Engl.
Chytranthus calophyllus,Radlk.
Chytranthus carneus,Radlk.
Chytranthus cauliflorus,(Hutch. & Dalziel) Wickens
Chytranthus dasystachys,Gilg ex Radlk.
Chytranthus edulis,Pierre
Chytranthus ellipticus,Hutch. & Dalziel
Chytranthus flavoviridis,Radlk. ex Engl.
Chytranthus gilletii,De Wild.
Chytranthus imenoensis,Pellegr.
Chytranthus klaineanus,Radlk. ex Engl.
Chytranthus ledermannii,Gilg ex Radlk.
Chytranthus longibracteatus,F.G.Davies
Chytranthus macrobotrys,(Gilg) Exell & Mendonça
Chytranthus macrophyllus,Gilg
Chytranthus mannii,Hook.f.
Chytranthus micranthus,Gilg ex Radlk.
Chytranthus mortehanii,(De Wild.) De Voldere ex Hauman
Chytranthus obliquinervis,Radlk. ex Engl.
Chytranthus setosus,Radlk.
Chytranthus sexlocularis,Radlk.
Chytranthus stenophyllus,Gilg
Chytranthus strigosus,Radlk. ex Engl.
Chytranthus subvilliger,Radlk.
Chytranthus talbotii,(Baker f.) Keay
Chytranthus xanthophyllus,Radlk. ex Engl.
Ciliosemina pedunculata,(H.Karst.) Antonelli
Ciliosemina purdieana,(Wedd.) Antonelli
Cinchona antioquiae,L.Andersson
Cinchona asperifolia,Wedd.
Cinchona barbacoensis,H.Karst.
Cinchona calisaya,Wedd.
Cinchona capuli,L.Andersson
Cinchona glandulifera,Ruiz & Pav.
Cinchona hirsuta,Ruiz & Pav.
Cinchona krauseana,L.Andersson
Cinchona lancifolia,Mutis
Cinchona lucumifolia,Pav. ex Lindl.
Cinchona macrocalyx,Pav. ex DC.
Cinchona micrantha,Ruiz & Pav.
Cinchona mutisii,Lamb.
Cinchona nitida,Ruiz & Pav.
Cinchona officinalis,L.
Cinchona parabolica,Pav.
Cinchona pitayensis,(Wedd.) Wedd.
Cinchona pubescens,Vahl
Cinchona pyrifolia,L.Andersson
Cinchona rugosa,Pav.
Cinchona scrobiculata,Humb. & Bonpl.
Cinchona villosa,Pav. ex Lindl.
Cinchonopsis amazonica,(Standl.) L.Andersson
Cinnadenia malayana,Kosterm.
Cinnadenia paniculata,(Hook.f.) Kosterm.
Cinnamodendron angustifolium,Sleumer
Cinnamodendron axillare,(Nees) Endl. ex Walp.
Cinnamodendron corticosum,Miers
Cinnamodendron cubense,Urb.
Cinnamodendron dinisii,Schwacke
Cinnamodendron ekmanii,Sleumer
Cinnamodendron occhionianum,F.Barros & J.Salazar
Cinnamodendron sampaioanum,Occhioni
Cinnamodendron tenuifolium,Uittien
Cinnamodendron venezuelense,Steyerm.
Cinnamomum alainii,(C.K.Allen) Alain
Cinnamomum alatum,Lukman.
Cinnamomum alibertii,Lukman.
Cinnamomum altissimum,Kosterm.
Cinnamomum amoenum,(Nees & Mart.) Kosterm.
Cinnamomum amplexicaule,(Cham. & Schltdl.) Kosterm.
Cinnamomum amplifolium,(Mez & Donn.Sm.) Kosterm.
Cinnamomum anacardium,Kosterm.
Cinnamomum andersonii,Lukman.
Cinnamomum angustifolium,Lukman.
Cinnamomum angustitepalum,Kosterm.
Cinnamomum appelianum,Schewe
Cinnamomum archboldianum,C.K.Allen
Cinnamomum areolatum,(Lundell) Kosterm.
Cinnamomum arfakense,Kosterm.
Cinnamomum argenteum,Gamble
Cinnamomum arsenei,(C.K.Allen) Kosterm.
Cinnamomum asomicum,S.C.Nath & Baruah
Cinnamomum assamicum,Lukman.
Cinnamomum aureofulvum,Gamble
Cinnamomum austrosinense,H.T.Chang
Cinnamomum austroyunnanense,H.W.Li
Cinnamomum bahianum,Lukman.
Cinnamomum baileyanum,(F.Muell. ex F.M.Bailey) Francis
Cinnamomum balansae,Lecomte
Cinnamomum bamoense,Lukman.
Cinnamomum barbatoaxillatum,N.Chao
Cinnamomum beccarii,Lukman.
Cinnamomum bejolghota,(Buch.-Ham.) Sweet
Cinnamomum bhamoensis,M.Gangop.
Cinnamomum bhaskarii,M.Gangop.
Cinnamomum birmanicum,Kosterm.
Cinnamomum bishnupadae,M.Gangop.
Cinnamomum blandfordii,M.Gangop.
Cinnamomum blumei,Lukman.
Cinnamomum bodinieri,H.Lév.
Cinnamomum bonii,Lecomte
Cinnamomum brachythyrsum,J.Li
Cinnamomum bractifoliaceum,Lorea-Hern.
Cinnamomum breedlovei,(Lundell) Kosterm.
Cinnamomum brenesii,(Standl.) Kosterm.
Cinnamomum burmanni,(Nees & T.Nees) Blume
Cinnamomum cacharensis,Parker
Cinnamomum calcareum,Y.K.Li
Cinnamomum calciphilum,Kosterm.
Cinnamomum calleryi,Lukman.
Cinnamomum cambodianum,Lecomte
Cinnamomum camphora,(L.) J.Presl
Cinnamomum cappara-coronde,Blume
Cinnamomum caratingae,Vattimo-Gil
Cinnamomum carrierei,Lukman.
Cinnamomum caryophyllus,(Lour.) S.Moore
Cinnamomum cassia,(L.) J.Presl
Cinnamomum caudiferum,Kosterm.
Cinnamomum cebuense,Kosterm.
Cinnamomum celebicum,Miq.
Cinnamomum champokianum,Baruah & S.C.Nath
Cinnamomum chantinii,Lukman.
Cinnamomum chartophyllum,H.W.Li
Cinnamomum chavarrianum,(Hammel) Kosterm.
Cinnamomum chekiangense,Nakai
Cinnamomum chemungianum,M.Mohanan & A.N.Henry
Cinnamomum chengkouense,N.Chao
Cinnamomum chiapense,(Lundell) Kosterm.
Cinnamomum citriodorum,Thwaites
Cinnamomum clemensii,C.K.Allen
Cinnamomum concinnum,Lorea-Hern.
Cinnamomum contractum,H.W.Li
Cinnamomum cordatum,Kosterm.
Cinnamomum corneri,Kosterm.
Cinnamomum costaricanum,(Mez & Pittier) Kosterm.
Cinnamomum crassinervium,Miq.
Cinnamomum crenulicupulum,Kosterm.
Cinnamomum culilaban,(L.) J.Presl
Cinnamomum culitlawan,(L.) J.Presl
Cinnamomum cupulatum,Kosterm.
Cinnamomum curvifolium,(Lour.) Nees
Cinnamomum cuspidatum,Miq.
Cinnamomum daphnoides,Siebold & Zucc.
Cinnamomum decaisnei,Lukman.
Cinnamomum decourtilzii,Lukman.
Cinnamomum degeneri,C.K.Allen
Cinnamomum deschampsii,Gamble
Cinnamomum doederleinii,Engl.
Cinnamomum dominii,(H.Lév.) C.F.Ji
Cinnamomum duartianum,Vattimo
Cinnamomum dubium,Nees
Cinnamomum ebaloi,Kosterm.
Cinnamomum effusum,(Meisn.) Kosterm.
Cinnamomum ehrenbergii,Kosterm.
Cinnamomum ellipticifolium,Kosterm.
Cinnamomum englerianum,Schewe
Cinnamomum erectifolium,(Allen) Kosterm.
Cinnamomum erythropus,(Nees & Mart.) Kosterm.
Cinnamomum esquirolii,H.Lév.
Cinnamomum estrellense,(Meisn.) Kosterm.
Cinnamomum eugenoliferum,Kosterm.
Cinnamomum falcatum,(Mez) R.A.Howard
Cinnamomum fargesii,Lecomte
Cinnamomum filipedicellatum,Kosterm.
Cinnamomum filipes,(Rusby) Kosterm.
Cinnamomum fitianum,(Meisn.) A.C.Sm.
Cinnamomum floccosum,van der Werff
Cinnamomum formicarium,van der Werff & Lorea-Hern.
Cinnamomum foveolatum,(Merr.) H.W.Li & J.Li
Cinnamomum frodinii,Kosterm.
Cinnamomum fruticosum,(Lundell) Kosterm.
Cinnamomum gaudichaudii,Lukman.
Cinnamomum glanduliferum,(Wall.) Meisn.
Cinnamomum glaucescens,(Nees) Hand.-Mazz.
Cinnamomum glauciphyllum,Kosterm.
Cinnamomum glaziovii,(Mez) Kosterm.
Cinnamomum glossophyllum,Lorea-Hern.
Cinnamomum goaense,Kosterm.
Cinnamomum gracillimum,Kosterm.
Cinnamomum grandiflorum,Kosterm.
Cinnamomum grandifolium,Cammerl.
Cinnamomum grisebachii,Lorea-Hern.
Cinnamomum guyanense,Lukman.
Cinnamomum hammelianum,(W.C.Burger) Lorea-Hern. ex J.A.González & Hammel
Cinnamomum hartmannii,(I.M.Johnst.) Kosterm.
Cinnamomum hatschbachii,Vattimo
Cinnamomum haussknechtii,(Mez) Kosterm.
Cinnamomum helferi,Lukman.
Cinnamomum heterantherum,(Ruiz & Pav.) Kosterm.
Cinnamomum heyneanum,Nees
Cinnamomum hkinlumense,Kosterm.
Cinnamomum hookeri,Lukman.
Cinnamomum hupehanum,Gamble
Cinnamomum ilicioides,A.Chev.
Cinnamomum impressicostatum,Kosterm.
Cinnamomum impressinervium,Meisn.
Cinnamomum impressum,(Meisn.) Kosterm.
Cinnamomum iners,Reinw. ex Blume
Cinnamomum insularimontanum,Hayata
Cinnamomum japonicum,Siebold
Cinnamomum javanicum,Blume
Cinnamomum jensenianum,Hand.-Mazz.
Cinnamomum johnstonii,(C.K.Allen) Kosterm.
Cinnamomum kami,Kosterm.
Cinnamomum keralaense,Kosterm.
Cinnamomum kerangas,Kosterm.
Cinnamomum kerrii,Kosterm.
Cinnamomum kinabaluense,Heine
Cinnamomum kingdon-wardii,Kosterm.
Cinnamomum kotoense,Kaneh. & Sasaki
Cinnamomum kruseanum,O.Téllez & Villaseñor
Cinnamomum kunstleri,Ridl.
Cinnamomum kwangtungense,Merr.
Cinnamomum lanaoense,Kosterm.
Cinnamomum lanigerum,van der Werff
Cinnamomum lanuginosum,Kosterm.
Cinnamomum laubatii,F.Muell.
Cinnamomum lawang,Kosterm.
Cinnamomum ledermannii,Schewe
Cinnamomum leptophyllum,Lorea-Hern.
Cinnamomum liangii,C.K.Allen
Cinnamomum ligneum,Lukman.
Cinnamomum lineatum,Kosterm.
Cinnamomum lioui,C.K.Allen
Cinnamomum litseifolium,Thwaites
Cinnamomum loheri,Merr.
Cinnamomum lohitensis,M.Gangop.
Cinnamomum longipaniculatum,(Gamble) N.Chao ex H.W.Li
Cinnamomum longipedicellatum,Kosterm.
Cinnamomum longipes,(I.M.Johnst.) Kosterm.
Cinnamomum longipetiolatum,H.W.Li
Cinnamomum loureiroi,Nees
Cinnamomum lucens,Miq.
Cinnamomum macrocarpum,Hook.f.
Cinnamomum macrophyllum,Miq.
Cinnamomum mairei,H.Lév.
Cinnamomum malabatrum,(Burm.f.) J.Presl
Cinnamomum martiniquense,Lukman.
Cinnamomum mathewsii,(Mez) Kosterm.
Cinnamomum mayanum,(Lundell) Kosterm.
Cinnamomum melliodorum,Kosterm.
Cinnamomum mendozae,Kosterm.
Cinnamomum mercadoi,S.Vidal
Cinnamomum merrillianum,C.K.Allen
Cinnamomum mezii,Kosterm.
Cinnamomum miaoshanense,S.Lee & F.N.Wei
Cinnamomum micranthum,(Hayata) Hayata
Cinnamomum microphyllum,Ridl.
Cinnamomum migao,H.W.Li
Cinnamomum molle,Kosterm.
Cinnamomum mollicellum,(Blake) Kosterm.
Cinnamomum mollifolium,H.W.Li
Cinnamomum mollissimum,Hook.f.
Cinnamomum montanum,(Sw.) J.Presl
Cinnamomum myrianthum,Merr.
Cinnamomum nalingway,Kosterm.
Cinnamomum nanophyllum,Kosterm.
Cinnamomum napoense,van der Werff
Cinnamomum neesii,Lukman.
Cinnamomum neurophyllum,(Mez & Pittier) Kosterm.
Cinnamomum nicolsonianum,Manilal & Shylaja
Cinnamomum novae-britanniae,Kosterm.
Cinnamomum oblongum,Kosterm.
Cinnamomum obscurum,Meisn.
Cinnamomum oleifolium,(Mez) Kosterm.
Cinnamomum oliveri,F.M.Bailey
Cinnamomum orbiculatum,Lukman.
Cinnamomum osmophloeum,Kaneh.
Cinnamomum ovalauense,Kosterm.
Cinnamomum ovalifolium,Wight
Cinnamomum pachypes,Kosterm.
Cinnamomum pachyphyllum,Kosterm.
Cinnamomum pachypodum,(Nees) Kosterm.
Cinnamomum padiforme,(Standl. & Steyerm.) Kosterm.
Cinnamomum paiei,Kosterm.
Cinnamomum palaciosii,van der Werff
Cinnamomum palghatensis,M.Gangop.
Cinnamomum pallidum,Gillespie
Cinnamomum panayense,Kosterm.
Cinnamomum paraneuron,Miq.
Cinnamomum parthenoxylon,(Jack) Meisn.
Cinnamomum patens,Kosterm.
Cinnamomum pauciflorum,Nees
Cinnamomum pedatinervium,Meisn.
Cinnamomum pendulum,Cammerl.
Cinnamomum percoriaceum,Kosterm.
Cinnamomum perglabrum,Kosterm.
Cinnamomum perrottetii,Meisn.
Cinnamomum petiolatum,Kosterm.
Cinnamomum petrophilum,N.Chao
Cinnamomum philippinense,(Merr.) C.E.Chang
Cinnamomum pilosum,Cammerl.
Cinnamomum pingbienense,H.W.Li
Cinnamomum piniodorum,Schewe
Cinnamomum pittosporoides,Hand.-Mazz.
Cinnamomum platyphyllum,(Diels) C.K.Allen
Cinnamomum podagricum,Kosterm.
Cinnamomum polderi,Kosterm.
Cinnamomum politum,Miq.
Cinnamomum polyadelphum,(Lour.) Kosterm.
Cinnamomum porphyrium,(Griseb.) Kosterm.
Cinnamomum porphyrospermum,Kosterm.
Cinnamomum propinquum,F.M.Bailey
Cinnamomum pseudopedunculatum,Hayata
Cinnamomum psychotrioides,(Kunth) Kosterm.
Cinnamomum puberulum,Ridl.
Cinnamomum pubescens,Kochummen
Cinnamomum purpureaum,H.G.Ye & F.G.Wang
Cinnamomum racemosum,Kosterm.
Cinnamomum reticulatum,Hayata
Cinnamomum reticulifolium,Kosterm.
Cinnamomum rhynchophyllum,Miq.
Cinnamomum riedelianum,Kosterm.
Cinnamomum rigidissimum,H.T.Chang
Cinnamomum rigidum,Gillespie
Cinnamomum riparium,Gamble
Cinnamomum rivulorum,Kosterm.
Cinnamomum rosiflorum,Kosterm.
Cinnamomum rosselianum,Kosterm.
Cinnamomum rougierii,Lukman.
Cinnamomum rufotomentosum,K.M.Lan
Cinnamomum rumphii,Lukman.
Cinnamomum rupestre,Kosterm.
Cinnamomum safrol,Kosterm.
Cinnamomum salicifolium,(Nees) Kosterm.
Cinnamomum sancti-caroli,Kosterm.
Cinnamomum sandkuhlii,Merr.
Cinnamomum sanjappae,M.Gangop.
Cinnamomum saxatile,H.W.Li
Cinnamomum scortechinii,Gamble
Cinnamomum sellowianum,(Nees & Mart.) Kosterm.
Cinnamomum semecarpifolium,(Meisn.) Kosterm.
Cinnamomum septentrionale,Hand.-Mazz.
Cinnamomum sericans,Hance
Cinnamomum sessilifolium,Kaneh.
Cinnamomum siamense,Craib
Cinnamomum sieboldii,Meisn.
Cinnamomum simondii,Lecomte
Cinnamomum sinharajaense,Kosterm.
Cinnamomum sintoc,Blume
Cinnamomum smithianum,Kosterm.
Cinnamomum soegengii,Kosterm.
Cinnamomum solomonense,C.K.Allen
Cinnamomum splendens,Kosterm.
Cinnamomum spurium,Blume ex Lukman.
Cinnamomum stenophyllum,(Meisn.) Vattimo
Cinnamomum stereophyllum,(Meisn.) Kosterm.
Cinnamomum suaveolens,Lukman.
Cinnamomum subaveniopsis,Kosterm.
Cinnamomum subavenium,Miq.
Cinnamomum subcuneatum,Miq.
Cinnamomum sublanuginosum,Kosterm.
Cinnamomum subsericeum,Kosterm.
Cinnamomum subsessile,(Meisn.) Kosterm.
Cinnamomum subtetrapterum,Miq.
Cinnamomum subtriplinervium,(Meisn.) Kosterm.
Cinnamomum sulavesianum,Kosterm.
Cinnamomum sulphuratum,Nees
Cinnamomum sumatranum,Meisn.
Cinnamomum suvrae,M.Gangop.
Cinnamomum szechuanense,Yen C.Yang
Cinnamomum tahijanum,Kosterm.
Cinnamomum talawaense,Kosterm.
Cinnamomum tamala,(Buch.-Ham.) T.Nees & C.H.Eberm.
Cinnamomum tampicense,(Meisn.) Kosterm.
Cinnamomum taquetii,H.Lév.
Cinnamomum tavoyanum,Meisn.
Cinnamomum tenuifolium,(Makino) Sugim.
Cinnamomum tenuipile,Kosterm.
Cinnamomum tetragonum,A.Chev.
Cinnamomum thorelii,Lecomte
Cinnamomum tomentulosum,Kosterm.
Cinnamomum tonduzii,(Mez) Kosterm.
Cinnamomum tonkinense,(Lecomte) A. Chev.
Cinnamomum travancoricum,Gamble
Cinnamomum trichophyllum,Quisumb. & Merr.
Cinnamomum trinervatum,Yen C.Yang
Cinnamomum trinerve,(Lundell) Kosterm.
Cinnamomum trintaense,Kosterm.
Cinnamomum triplinerve,(Ruiz & Pav.) Kosterm.
Cinnamomum tsangii,Merr.
Cinnamomum tsoi,C.K.Allen
Cinnamomum utile,Kosterm.
Cinnamomum vacciniifolium,Kosterm.
Cinnamomum validinerve,Hance
Cinnamomum verum,J.Presl
Cinnamomum villosulum,S.Lee & F.N.Wei
Cinnamomum vimineum,Nees
Cinnamomum virens,R.T.Baker
Cinnamomum vitiense,Kosterm.
Cinnamomum walaiwarense,Kosterm.
Cinnamomum wightii,Meisn.
Cinnamomum wilsonii,Gamble
Cinnamomum woulfei,Kosterm.
Cinnamomum yabunikkei,H.Ohba
Cinnamomum zapatae,Lorea-Hern.
Cinnamosma fragrans,Baill.
Cinnamosma macrocarpa,H.Perrier
Cinnamosma madagascariensis,Danguy
Cipadessa baccifera,(Roth) Miq.
Cissampelos andromorpha,DC.
Cissampelos sympodialis,Eichler
Citharexylum affine,D.Don
Citharexylum argutedentatum,Moldenke
Citharexylum berlandieri,S.Watson
Citharexylum bourgeauanum,Greenm.
Citharexylum caudatum,L.
Citharexylum chartaceum,Moldenke
Citharexylum cooperi,Standl.
Citharexylum costaricense,Moldenke
Citharexylum crassifolium,Greenm.
Citharexylum decorum,Moldenke
Citharexylum donnell-smithii,Greenm.
Citharexylum dryanderae,Moldenke
Citharexylum ellipticum,Moc. & Sessé ex D.Don
Citharexylum flexuosum,(Ruiz & Pav.) D.Don
Citharexylum gentryi,Moldenke
Citharexylum glabrum,(S.Watson) Greenm.
Citharexylum glaziovii,Moldenke
Citharexylum grandiflorum,Aymard & Rueda
Citharexylum guatemalense,(Moldenke) D.N.Gibson
Citharexylum herrerae,Mansf.
Citharexylum hexangulare,Greenm.
Citharexylum hidalgense,Moldenke
Citharexylum hintonii,Moldenke
Citharexylum hirtellum,Standl.
Citharexylum ilicifolium,Kunth
Citharexylum joergensenii,(Lillo) Moldenke
Citharexylum karstenii,Moldenke
Citharexylum krukovii,Moldenke
Citharexylum kunthianum,Moldenke
Citharexylum laetum,Hiern
Citharexylum laurifolium,Hayek
Citharexylum ligustrifolium,(Thur. ex Decne.) Van Houtte
Citharexylum lojense,Moldenke
Citharexylum macradenium,Greenm.
Citharexylum macrochlamys,Pittier
Citharexylum macrophyllum,Poir.
Citharexylum matheanum,Borhidi & Kereszty
Citharexylum mexicanum,Moldenke
Citharexylum mirifolium,Moldenke
Citharexylum mocinoi,D.Don
Citharexylum montanum,Moldenke
Citharexylum montevidense,(Spreng.) Moldenke
Citharexylum myrianthum,Cham.
Citharexylum obtusifolium,Kuhlm.
Citharexylum pernambucense,Moldenke
Citharexylum poeppigii,Walp.
Citharexylum quercifolium,Hayek
Citharexylum reticulatum,Kunth
Citharexylum rigidum,(Briq.) Moldenke
Citharexylum rimbachii,Moldenke
Citharexylum schottii,Greenm.
Citharexylum solanaceum,Cham.
Citharexylum spinosum,L.
Citharexylum steyermarkii,Moldenke
Citharexylum suberosum,Loes. ex Moldenke
Citharexylum subflavescens,S.F.Blake
Citharexylum subthyrsoideum,Pittier
Citharexylum subtruncatum,Moldenke
Citharexylum sulcatum,Moldenke
Citharexylum teclense,Standl.
Citharexylum ternatum,Moldenke
Citharexylum ulei,Moldenke
Citharexylum vallense,Moldenke
Citharexylum venezuelense,Moldenke
Citronella apogon,(Griseb.) R.A.Howard
Citronella costaricensis,(Donn.Sm.) R.A.Howard
Citronella engleriana,(Loes.) R.A.Howard
Citronella gongonha,(Mart.) R.A.Howard
Citronella incarum,(J.F.Macbr.) R.A.Howard
Citronella latifolia,(Merr.) R.A.Howard
Citronella macrocarpa,Hürl.
Citronella melliodora,(Sleumer) R.A.Howard
Citronella moorei,(F.Muell. ex Benth.) R.A.Howard
Citronella mucronata,(Ruiz & Pav.) D.Don
Citronella paniculata,(Mart.) R.A.Howard
Citronella philippinensis,(Merr.) R.A.Howard
Citronella samoensis,(A.Gray) R.A.Howard
Citronella sarmentosa,(Baill.) R.A.Howard
Citronella silvatica,Cuatrec.
Citronella smythii,(F.Muell.) R.A.Howard
Citronella suaveolens,(Blume) R.A.Howard
Citronella vitiensis,R.A.Howard
Citropsis angolensis,Exell
Citropsis articulata,(Willd. ex Spreng.) Swingle & M.Kellerm.
Citropsis daweana,Swingle & M.Kellerm.
Citropsis gabunensis,(Engl.) Swingle & M.Kellerm.
Citropsis gilletiana,Swingle & M.Kellerm.
Citropsis latialata,(De Wild.) Swingle & M.Kellerm.
Citropsis le-testui,Pellegr.
Citropsis noldeae,Exell & Mendonça
